National Center for Education Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
CCD public school data 2024-2025 school year,,,,,,,,,,,,,,,,,,,,,,,,,
The file contains (1824) records based on your search.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data are not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data are missing.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data do not meet NCES data quality standards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"SEARCH CRITERIA: State: ""Massachusetts""ÿ-ÿSchool Description: ""Regular, Special Education, Vocational, Other/Alternative""",,,,,,,,,,,,,,,,,,,,,,,,,
"NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd",,,,,,,,,,,,,,,,,,,,,,,,,
NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
250174000014,MA-0003-00030025,2501740,MA-0003,PK,04,Acushnet Elementary School,Acushnet,Bristol County,800 Middle Road,Acushnet,MA,02743,1410,(508)998-0255,22,"Suburban, Midsize",No,517.00000,39.05000,13.2400000,?,?,164.00000,Regular,Open
250279000321,MA-0035-00350302,2502790,MA-0035,PK,06,Adams Elementary School,Boston,Suffolk County,165 Webster Street,East Boston,MA,02128,,(617)635-8383,11,"City, Large",No,237.00000,33.60000,7.0500000,?,?,180.00000,Regular,Open
250477002804,MA-0093-00930003,2504770,MA-0093,PK,PK,Adams School,Everett,Middlesex County,78 Tileston Street,Everett,MA,02149,1994,(617)394-2400,21,"Suburban, Large",No,162.00000,9.00000,18.0000000,?,?,107.00000,Regular,Open
250708002882,MA-0162-01620605,2507080,MA-0162,UG,UG,Advanced Community Experience Program,Lunenburg,Worcester County,1025 Massachusetts Avenue,Lunenburg,MA,01462,,(978)582-4100,22,"Suburban, Midsize",No,10.00000,1.00000,10.0000000,?,?,6.00000,Special Education,Open
250008501984,MA-0430-04300305,2500085,MA-0430,06,12,Advanced Math and Science Academy Charter School,Advanced Math and Science Academy Charter,Middlesex County,201 Forest Street,Marlborough,MA,01752,,(508)597-2400,21,"Suburban, Large",Yes,970.00000,81.64000,11.8800000,?,?,?,Regular,Open
250180001499,MA-0005-00050003,2501800,MA-0005,PK,PK,Agawam Early Childhood Center,Agawam,Hampden County,108 Perry Lane,Agawam,MA,01001,2459,(413)821-0598,21,"Suburban, Large",No,135.00000,7.00000,19.2900000,?,?,61.00000,Regular,Open
250180000024,MA-0005-00050505,2501800,MA-0005,09,12,Agawam High,Agawam,Hampden County,760 Cooper Street,Agawam,MA,01001,2177,(413)821-0521,21,"Suburban, Large",No,1025.00000,93.29000,10.9900000,?,?,385.00000,Regular,Open
250180000025,MA-0005-00050405,2501800,MA-0005,07,08,Agawam Junior High,Agawam,Hampden County,1305 Springfield St,Feeding Hills,MA,01030,2180,(413)821-0561,21,"Suburban, Large",No,527.00000,60.07000,8.7700000,?,?,221.00000,Regular,Open
250279000261,MA-0035-00350525,2502790,MA-0035,07,12,Albert D Holland School of Technology,Boston,Suffolk County,60 Washington Street,Dorchester,MA,02121,,(617)635-9837,11,"City, Large",No,399.00000,40.90000,9.7600000,?,?,336.00000,Regular,Open
250174000015,MA-0003-00030305,2501740,MA-0003,05,08,Albert F Ford Middle School,Acushnet,Bristol County,708 Middle Road,Acushnet,MA,02743,,(508)998-0265,22,"Suburban, Midsize",No,403.00000,31.10000,12.9600000,?,?,115.00000,Regular,Open
251089001739,MA-0274-02740087,2510890,MA-0274,PK,08,Albert F. Argenziano School at Lincoln Park,Somerville,Middlesex County,290 Washington Street,Somerville,MA,02143,,(617)629-5460,21,"Suburban, Large",No,553.00000,41.09000,13.4600000,?,?,222.00000,Regular,Open
251098001827,MA-0276-02760050,2510980,MA-0276,02,03,Albert S. Woodward Memorial School,Southborough,Worcester County,28 Cordaville Road,Southborough,MA,01772,,(508)229-1250,21,"Suburban, Large",No,286.00000,21.00000,13.6200000,?,?,23.00000,Regular,Open
250384000521,MA-0067-00670005,2503840,MA-0067,PK,05,Alcott,Concord,Middlesex County,93 Laurel Street,Concord,MA,01742,,(978)318-9544,21,"Suburban, Large",No,438.00000,37.62000,11.6400000,?,?,64.00000,Regular,Open
250441000968,MA-0082-00820004,2504410,MA-0082,03,05,Alden School,Duxbury,Plymouth County,75 Alden Street,Duxbury,MA,02332,,(781)934-7630,21,"Suburban, Large",No,622.00000,52.50000,11.8500000,?,?,55.00000,Regular,Open
250666000950,MA-0149-01490015,2506660,MA-0149,03,08,Alexander B Bruce,Lawrence,Essex County,135 Butler Street,Lawrence,MA,01841,,(978)975-5935,21,"Suburban, Large",No,462.00000,41.25000,11.2000000,?,?,401.00000,Regular,Open
251113001809,MA-0281-02810095,2511130,MA-0281,PK,08,Alfred G. Zanetti Montessori Magnet School,Springfield,Hampden County,474 Armory St,Springfield,MA,01104,,(413)787-7400,12,"City, Midsize",No,432.00000,31.40000,13.7600000,?,?,199.00000,Regular,Open
250843001326,MA-0201-02010063,2508430,MA-0201,PK,05,Alfred J Gomes,New Bedford,Bristol County,286 S Second Street,New Bedford,MA,02740,5899,(508)997-4511,22,"Suburban, Midsize",No,623.00000,58.19000,10.7100000,?,?,541.00000,Regular,Open
250927001479,MA-0226-02260010,2509270,MA-0226,KG,02,Alfred M Chaffee,Oxford,Worcester County,9 Clover Street,Oxford,MA,01540,2299,(508)987-6057,21,"Suburban, Large",No,313.00000,25.00000,12.5200000,?,?,127.00000,Regular,Open
250891001441,MA-0730-07300505,2508910,MA-0730,09,12,Algonquin Regional High,Northboro-Southboro,Worcester County,79 Bartlett Street,Northborough,MA,01532,,(508)351-7010,21,"Suburban, Large",No,1197.00000,110.55000,10.8300000,?,?,146.00000,Regular,Open
251278002090,MA-0331-03310015,2512780,MA-0331,PK,KG,Alice A Macomber,Westport,Bristol County,154 Gifford Road,Westport,MA,02790,4201,(508)678-8671,21,"Suburban, Large",No,163.00000,10.86000,15.0100000,?,?,60.00000,Regular,Open
251113001792,MA-0281-02810175,2511130,MA-0281,PK,05,Alice B Beal Elementary,Springfield,Hampden County,285 Tiffany Street,Springfield,MA,01108,,(413)787-7544,12,"City, Midsize",No,292.00000,24.45000,11.9400000,?,?,225.00000,Regular,Open
250999001604,MA-0246-02460002,2509990,MA-0246,KG,05,Alice M Barrows,Reading,Middlesex County,16 Edgemont Avenue,Reading,MA,01867,,(781)942-9166,21,"Suburban, Large",No,365.00000,28.50000,12.8100000,?,?,44.00000,Regular,Open
250279002835,MA-0035-00350066,2502790,MA-0035,PK,06,Alighieri Dante Montessori School,Boston,Suffolk County,37 Gove Street,East Boston,MA,02128,,(617)635-8529,11,"City, Large",No,109.00000,11.65000,9.3600000,?,?,46.00000,Regular,Open
250963001516,MA-0236-02360010,2509630,MA-0236,PK,05,Allendale,Pittsfield,Berkshire County,180 Connecticut Avenue,Pittsfield,MA,01201,,(413)448-9650,13,"City, Small",No,236.00000,22.82000,10.3400000,?,?,162.00000,Regular,Open
250052502708,MA-0409-04090205,2500525,MA-0409,KG,08,Alma del Mar Charter School,Alma del Mar Charter School,Bristol County,515 Belleville Ave,New Bedford,MA,02746,,(774)206-6827,22,"Suburban, Midsize",Yes,1042.00000,93.73000,11.1200000,?,?,788.00000,Regular,Open
251311002164,MA-0344-03440045,2513110,MA-0344,KG,05,Ambrose Elementary,Winchester,Middlesex County,27 High Street,Winchester,MA,01890,3398,(781)721-7012,21,"Suburban, Large",No,398.00000,32.93000,12.0900000,?,?,17.00000,Regular,Open
250186000034,MA-0007-00070505,2501860,MA-0007,09,12,Amesbury High,Amesbury,Essex County,5 Highland Street,Amesbury,MA,01913,3586,(978)388-4800,21,"Suburban, Large",No,481.00000,44.15000,10.8900000,?,?,143.00000,Regular,Open
250186002841,MA-0007-00070515,2501860,MA-0007,09,12,Amesbury Innovation High School,Amesbury,Essex County,71 Friend Street,Amesbury,MA,01913,,(978)388-8037,21,"Suburban, Large",No,50.00000,5.75000,8.7000000,?,?,40.00000,Regular,Open
250186000035,MA-0007-00070013,2501860,MA-0007,06,08,Amesbury Middle,Amesbury,Essex County,220 Main Street,Amesbury,MA,01913,3694,(978)388-0515,21,"Suburban, Large",No,364.00000,39.75000,9.1600000,?,?,130.00000,Regular,Open
250192000042,MA-0605-06050505,2501920,MA-0605,09,12,Amherst Regional High,Amherst-Pelham,Hampshire County,21 Mattoon Street,Amherst,MA,01002,,(413)362-1701,13,"City, Small",No,816.00000,72.08000,11.3200000,?,?,254.00000,Regular,Open
250192000043,MA-0605-06050405,2501920,MA-0605,07,08,Amherst Regional Middle School,Amherst-Pelham,Hampshire County,170 Chestnut Street,Amherst,MA,01002,,(413)362-1800,13,"City, Small",No,366.00000,39.42000,9.2800000,?,?,120.00000,Regular,Open
250327001621,MA-0049-00490006,2503270,MA-0049,PK,08,Amigos School,Cambridge,Middlesex County,15 Upton Street,Cambridge,MA,02139,,(617)349-6567,12,"City, Midsize",No,413.00000,37.67000,10.9600000,?,?,104.00000,Regular,Open
250873001401,MA-0212-02120007,2508730,MA-0212,KG,05,Amvet Boulevard,North Attleborough,Bristol County,70 Amvet Boulevard,North Attleborough,MA,02760,,(508)643-2155,21,"Suburban, Large",No,417.00000,28.00000,14.8900000,?,?,105.00000,Regular,Open
250195000045,MA-0009-00090505,2501950,MA-0009,09,12,Andover High,Andover,Essex County,80 Shawsheen Road,Andover,MA,01810,,(978)247-5500,21,"Suburban, Large",No,1609.00000,125.47000,12.8200000,?,?,190.00000,Regular,Open
250195002511,MA-0009-00090310,2501950,MA-0009,06,08,Andover West Middle,Andover,Essex County,70 Shawsheen Road,Andover,MA,01810,,(978)247-5400,21,"Suburban, Large",No,508.00000,42.02000,12.0900000,?,?,70.00000,Regular,Open
250402002698,MA-0072-00720005,2504020,MA-0072,PK,PK,Andrew B. Cushman School,Dartmouth,Bristol County,746 Dartmouth Street,Dartmouth,MA,02748,,(508)996-3926,22,"Suburban, Midsize",No,92.00000,7.10000,12.9600000,?,?,32.00000,Regular,Open
250969001537,MA-0238-02380010,2509690,MA-0238,PK,02,Anna Ware Jackson,Plainville,Norfolk County,68 Messenger Street,Plainville,MA,02762,2259,(508)699-1304,21,"Suburban, Large",No,324.00000,26.10000,12.4100000,?,?,114.00000,Regular,Open
250870002883,MA-0211-02110005,2508700,MA-0211,PK,KG,Anne Bradstreet Early Childhood Center,North Andover,Essex County,115 Phillips Brooks Road,North Andover,MA,01845,,(978)794-1577,21,"Suburban, Large",No,462.00000,33.00000,14.0000000,?,?,102.00000,Regular,Open
251299002767,MA-0340-03400020,2512990,MA-0340,PK,06,Anne T. Dunphy School,Williamsburg,Hampshire County,1 Petticoat Hill,Williamsburg,MA,01096,,(413)268-8421,41,"Rural, Fringe",No,111.00000,16.99000,6.5300000,?,?,40.00000,Regular,Open
251260002055,MA-0321-03210010,2512600,MA-0321,KG,03,Annie E Fales,Westborough,Worcester County,50 Eli Whitney Street,Westborough,MA,01581,,(508)836-7770,21,"Suburban, Large",No,305.00000,29.98000,10.1700000,?,?,31.00000,Regular,Open
250870000767,MA-0211-02110018,2508700,MA-0211,01,05,Annie L Sargent School,North Andover,Essex County,300 Abbott Street,North Andover,MA,01845,,(978)725-3673,21,"Suburban, Large",No,441.00000,32.81000,13.4400000,?,?,40.00000,Regular,Open
250501001785,MA-0101-01010040,2505010,MA-0101,06,08,Annie Sullivan Middle School,Franklin,Norfolk County,500 Lincoln Street,Franklin,MA,02038,,(508)553-0322,21,"Suburban, Large",No,322.00000,34.95000,9.2100000,?,?,75.00000,Regular,Open
250279000698,MA-0035-00350541,2502790,MA-0035,09,12,Another Course To College,Boston,Suffolk County,612 Metropolitan Av,Hyde Park,MA,02136,,(617)635-8865,11,"City, Large",No,253.00000,22.50000,11.2400000,?,?,201.00000,Other/Alternative,Open
250507000746,MA-0665-06650505,2505070,MA-0665,09,12,Apponequet Regional High,Freetown-Lakeville,Plymouth County,100 Howland Rd,Lakeville,MA,02347,,(508)947-2660,41,"Rural, Fringe",No,640.00000,58.80000,10.8800000,?,?,127.00000,Regular,Open
250294000360,MA-0040-00400033,2502940,MA-0040,KG,04,Archie T Morrison,Braintree,Norfolk County,260 Liberty Street,Braintree,MA,02184,,(781)380-0230,21,"Suburban, Large",No,327.00000,30.80000,10.6200000,?,?,116.00000,Regular,Open
250055202827,MA-3509-35090305,2500552,MA-3509,06,12,Argosy Collegiate Charter School,Argosy Collegiate Charter School,Bristol County,263 Hamlet Street,Fall River,MA,02724,,(508)567-4725,21,"Suburban, Large",Yes,587.00000,55.40000,10.6000000,?,?,416.00000,Regular,Open
250666002777,MA-0149-01490009,2506660,MA-0149,KG,04,Arlington Elementary,Lawrence,Essex County,150 Arlington Street,Lawrence,MA,01841,,(978)722-8311,21,"Suburban, Large",No,558.00000,62.50000,8.9300000,?,?,513.00000,Regular,Open
250198000053,MA-0010-00100505,2501980,MA-0010,09,12,Arlington High,Arlington,Middlesex County,869 Mass Avenue,Arlington,MA,02476,0002,(781)316-3591,21,"Suburban, Large",No,1677.00000,123.25000,13.6100000,?,?,179.00000,Regular,Open
250666001945,MA-0149-01490017,2506660,MA-0149,05,08,Arlington Middle School,Lawrence,Essex County,150 Arlington Street,Lawrence,MA,01841,,(978)975-5930,21,"Suburban, Large",No,543.00000,44.50000,12.2000000,?,?,476.00000,Regular,Open
251089001731,MA-0274-02740075,2510890,MA-0274,PK,08,Arthur D Healey,Somerville,Middlesex County,5 Meacham Street,Somerville,MA,02145,,(617)629-5420,21,"Suburban, Large",No,482.00000,40.84000,11.8000000,?,?,308.00000,Regular,Open
250489002672,MA-0097-00970315,2504890,MA-0097,06,08,Arthur M Longsjo Middle School,Fitchburg,Worcester County,98 Academy Street,Fitchburg,MA,01420,,(978)343-2146,22,"Suburban, Midsize",No,614.00000,54.00000,11.3700000,?,?,465.00000,Regular,Open
251113001795,MA-0281-02810165,2511130,MA-0281,PK,05,Arthur T Talmadge,Springfield,Hampden County,1395 Allen Street,Springfield,MA,01118,,(413)787-7249,12,"City, Midsize",No,196.00000,23.40000,8.3800000,?,?,172.00000,Regular,Open
251317001841,MA-0346-03460020,2513170,MA-0346,03,05,Arthur T. Cummings Elementary School,Winthrop,Suffolk County,40 Hermon Street,Winthrop,MA,02152,,(617)846-5543,21,"Suburban, Large",No,467.00000,29.00000,16.1000000,?,?,157.00000,Regular,Open
250999001605,MA-0246-02460305,2509990,MA-0246,06,08,Arthur W Coolidge Middle,Reading,Middlesex County,89 Birch Meadow Dr,Reading,MA,01867,,(781)942-9158,21,"Suburban, Large",No,405.00000,37.30000,10.8600000,?,?,37.00000,Regular,Open
250879001412,MA-0735-07350010,2508790,MA-0735,KG,04,Ashby Elementary,North Middlesex,Middlesex County,911 Main Street,Ashby,MA,01431,,(978)743-1005,41,"Rural, Fringe",No,152.00000,12.20000,12.4600000,?,?,43.00000,Regular,Open
250309002688,MA-0044-00440421,2503090,MA-0044,06,08,Ashfield Middle School,Brockton,Plymouth County,225 Coe Road,Brockton,MA,02302,,(508)580-7268,21,"Suburban, Large",No,474.00000,37.40000,12.6700000,?,?,302.00000,Regular,Open
250210000070,MA-0014-00140505,2502100,MA-0014,09,12,Ashland High,Ashland,Middlesex County,65 East Union St.,Ashland,MA,01721,,(508)881-0177,21,"Suburban, Large",No,884.00000,63.09000,14.0100000,?,?,201.00000,Regular,Open
250210000938,MA-0014-00140405,2502100,MA-0014,06,08,Ashland Middle,Ashland,Middlesex County,87 West Union Street,Ashland,MA,01721,,(508)881-0167,21,"Suburban, Large",No,685.00000,58.70000,11.6700000,?,?,160.00000,Regular,Open
250211002257,MA-0801-08010605,2502110,MA-0801,09,12,Assabet Valley Vocational High School,Assabet Valley Regional Vocational Technical,Middlesex County,215 Fitchburg Street,Marlborough,MA,01752,,(508)485-9430,21,"Suburban, Large",No,1144.00000,113.34000,10.0900000,?,?,505.00000,Vocational,Open
250507002739,MA-0665-06650002,2505070,MA-0665,KG,03,Assawompset Elementary School,Freetown-Lakeville,Plymouth County,232 Main Street,Lakeville,MA,02347,,(508)947-1403,41,"Rural, Fringe",No,431.00000,33.20000,12.9800000,?,?,84.00000,Regular,Open
250987001560,MA-0243-02430040,2509870,MA-0243,KG,05,Atherton Hough,Quincy,Norfolk County,1084 Sea Street,Quincy,MA,02169,,(617)984-8797,21,"Suburban, Large",No,256.00000,24.47000,10.4600000,?,?,81.00000,Regular,Open
250216000080,MA-0615-06150020,2502160,MA-0615,PK,04,Athol Community Elementary School,Athol-Royalston,Worcester County,1064 Pleasant Street,Athol,MA,01331,,(617)645-9657,41,"Rural, Fringe",No,589.00000,42.30000,13.9200000,?,?,367.00000,Regular,Open
250216000074,MA-0615-06150505,2502160,MA-0615,09,12,Athol High,Athol-Royalston,Worcester County,2363 Main Street,Athol,MA,01331,,(978)249-2435,31,"Town, Fringe",No,417.00000,36.10000,11.5500000,?,?,241.00000,Regular,Open
250216000176,MA-0615-06150305,2502160,MA-0615,05,08,Athol-Royalston Middle School,Athol-Royalston,Worcester County,1062 Pleasant Street,Athol,MA,01331,,(978)249-2430,41,"Rural, Fringe",No,446.00000,34.57000,12.9000000,?,?,277.00000,Regular,Open
250870001393,MA-0211-02110001,2508700,MA-0211,01,05,Atkinson,North Andover,Essex County,111 Phillips Brooks Rd,North Andover,MA,01845,,(978)794-0124,21,"Suburban, Large",No,274.00000,23.72000,11.5500000,?,?,113.00000,Regular,Open
250987001561,MA-0243-02430305,2509870,MA-0243,06,08,Atlantic Middle,Quincy,Norfolk County,86 Hollis Avenue,Quincy,MA,02171,,(617)984-8727,21,"Suburban, Large",No,601.00000,34.70000,17.3200000,?,?,272.00000,Regular,Open
250004100601,MA-0491-04910550,2500041,MA-0491,KG,12,Atlantis Charter School,Atlantis Charter,Bristol County,991 Jefferson St,Fall River,MA,02721,,(508)646-6410,21,"Suburban, Large",Yes,1246.00000,106.00000,11.7500000,?,?,726.00000,Regular,Open
250219002831,MA-0016-00160515,2502190,MA-0016,07,12,Attleboro Community Academy,Attleboro,Bristol County,1 Blue Pride Way,Attleboro,MA,02703,,(508)222-5150,21,"Suburban, Large",No,64.00000,8.27000,7.7400000,?,?,41.00000,Other/Alternative,Open
250219000084,MA-0016-00160505,2502190,MA-0016,09,12,Attleboro High,Attleboro,Bristol County,1 Blue Pride Way,Attleboro,MA,02703,,(508)222-5150,21,"Suburban, Large",No,2030.00000,132.96000,15.2700000,?,?,740.00000,Regular,Open
250219002921,MA-0016-00160705,2502190,MA-0016,09,12,Attleboro Virtual Academy,Attleboro,Bristol County,1 Blue Pride Way,Attleboro,MA,02703,,(508)222-0012,21,"Suburban, Large",No,39.00000,1.80000,21.6700000,?,?,10.00000,Regular,Open
250222002567,MA-0017-00170305,2502220,MA-0017,06,08,Auburn Middle,Auburn,Worcester County,9 West Street,Auburn,MA,01501,,(508)832-7722,41,"Rural, Fringe",No,628.00000,46.21000,13.5900000,?,?,158.00000,Regular,Open
250222000100,MA-0017-00170505,2502220,MA-0017,09,12,Auburn Senior High,Auburn,Worcester County,99 Auburn Street,Auburn,MA,01501,,(508)832-7711,21,"Suburban, Large",No,834.00000,69.20000,12.0500000,?,?,221.00000,Regular,Open
250405000546,MA-0073-00730010,2504050,MA-0073,01,05,Avery,Dedham,Norfolk County,336 High Street,Dedham,MA,02026,,(781)310-5000,21,"Suburban, Large",No,321.00000,31.40000,10.2200000,?,?,134.00000,Regular,Open
250225001295,MA-0018-00180510,2502250,MA-0018,06,12,Avon Middle High School,Avon,Norfolk County,287 West Main Street,Avon,MA,02322,,(508)583-4822,21,"Suburban, Large",No,409.00000,43.51000,9.4000000,?,?,191.00000,Regular,Open
250054202738,MA-0616-06160505,2500542,MA-0616,09,12,Ayer Shirley Regional High School,Ayer Shirley School District,Middlesex County,141 Washington Street,Ayer,MA,01432,,(978)772-8600,21,"Suburban, Large",No,417.00000,36.34000,11.4700000,?,?,119.00000,Regular,Open
250054202737,MA-0616-06160305,2500542,MA-0616,06,08,Ayer Shirley Regional Middle School,Ayer Shirley School District,Middlesex County,1 Hospital Road,Shirley,MA,01464,,(978)772-8600,21,"Suburban, Large",No,410.00000,33.00000,12.4200000,?,?,145.00000,Regular,Open
250264000175,MA-0030-00300055,2502640,MA-0030,KG,04,Ayers/Ryal Side School,Beverly,Essex County,40 Woodland Avenue,Beverly,MA,01915,,(978)921-6116,21,"Suburban, Large",No,388.00000,27.40000,14.1600000,?,?,77.00000,Regular,Open
250483000649,MA-0095-00950505,2504830,MA-0095,09,12,B M C Durfee High,Fall River,Bristol County,360 Elsbree Street,Fall River,MA,02720,,(508)675-8100,21,"Suburban, Large",No,2642.00000,233.25000,11.3300000,?,?,1912.00000,Regular,Open
250702001026,MA-0160-01600310,2507020,MA-0160,05,08,B.F. Butler Middle School,Lowell,Middlesex County,1140 Gorham Street,Lowell,MA,01852,,(978)937-8973,21,"Suburban, Large",No,516.00000,39.30000,13.1300000,?,?,369.00000,Regular,Open
